Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Longitude,Latitude,Victim Age,Victim Gender,Weapon Used
9268,2025-03-04,2021-05-27,22:39,Juhinagar,109,Cybercrime,72.900666,18.922052,79,Other,Blunt Object
9269,2023-11-18,2023-02-05,23:19,Juhinagar,109,Cybercrime,72.96509,19.098066,52,Other,Gun
9270,2023-11-29,2022-05-14,22:50,Kharghar,109,Cybercrime,72.919696,19.015413,75,Male,Poison
9271,2024-07-29,2020-11-08,18:25,Belapur,109,Cybercrime,73.02009,18.948864,63,Other,Other
9272,2023-03-18,2020-08-01,01:54,Vashi,106,Drug-related crime,73.09195,19.058699,70,Other,Other
9273,2020-01-23,2020-01-10,15:50,Sanpada,109,Cybercrime,72.904238,19.181573,11,Other,Other
9274,2024-06-02,2022-04-10,11:56,Nerul,102,Robbery,72.929354,18.938782,37,Other,Blunt Object
9275,2020-03-11,2020-01-14,10:04,Airoli,103,Assault,73.043764,19.157164,14,Female,Explosives
9276,2023-10-30,2023-01-27,08:12,Kharghar,104,Burglary,72.902399,19.176944,18,Female,Other
9277,2020-08-30,2020-07-08,09:02,Belapur,108,Vandalism,72.920521,19.023438,69,Female,Other
9278,2023-09-06,2022-08-13,21:24,Airoli,103,Assault,73.01271,19.104844,48,Female,Blunt Object
9279,2021-01-10,2020-07-11,08:49,Sanpada,109,Cybercrime,73.064502,19.012464,75,Female,Other
9280,2025-01-08,2022-03-01,19:27,Turbhe,108,Vandalism,73.074251,18.931907,50,Male,Poison
9281,2025-01-24,2020-04-01,23:00,Mansarovar,109,Cybercrime,73.05135,19.19932,38,Male,Blunt Object
9282,2020-02-29,2020-01-10,08:46,Juhinagar,108,Vandalism,72.963689,19.043007,76,Other,Gun
9283,2025-01-22,2020-02-04,16:06,Airoli,102,Robbery,72.969424,18.969779,39,Other,Blunt Object
9284,2022-01-23,2021-11-15,09:14,Kharghar,108,Vandalism,73.073993,18.953819,76,Male,Blunt Object
9285,2022-03-05,2020-02-22,13:35,Juhinagar,104,Burglary,73.045186,19.19542,46,Male,None
9286,2020-04-05,2020-02-03,04:13,Belapur,103,Assault,72.907162,18.959241,62,Other,Gun
9287,2023-01-20,2022-08-27,20:28,Belapur,105,Fraud,72.972727,19.180925,77,Male,Other
9288,2021-01-23,2020-12-03,12:04,Juhinagar,104,Burglary,73.085257,19.063565,53,Other,Explosives
9289,2023-10-04,2023-07-23,03:24,Vashi,103,Assault,73.001647,18.963335,44,Other,Blunt Object
9290,2022-06-23,2021-07-24,08:32,Belapur,105,Fraud,73.055122,19.11519,62,Male,Explosives
9291,2025-01-09,2020-03-29,08:55,Turbhe,101,Theft,72.990331,19.047041,73,Other,Blunt Object
9292,2023-09-02,2020-02-07,19:31,Sanpada,101,Theft,73.084093,18.982972,59,Female,Other
9293,2023-10-15,2021-04-14,18:34,Vashi,101,Theft,73.044458,19.104812,37,Male,Other
9294,2021-08-26,2020-07-29,05:16,Belapur,103,Assault,73.054831,18.975145,61,Male,Poison
9295,2022-08-11,2020-06-14,02:47,Vashi,102,Robbery,72.913387,19.159142,21,Other,Knife
9296,2020-08-20,2020-08-19,23:01,Airoli,104,Burglary,73.013383,19.113848,39,Female,Poison
9297,2024-05-24,2022-03-09,12:00,Vashi,102,Robbery,73.007663,19.195049,33,Male,Poison
9298,2023-01-14,2022-10-12,16:45,Mansarovar,103,Assault,72.959594,19.086355,28,Female,Blunt Object
9299,2021-09-26,2020-04-24,22:47,Belapur,103,Assault,72.993866,19.185405,74,Male,Other
9300,2024-11-15,2022-08-18,23:23,Vashi,101,Theft,73.032098,19.138819,35,Female,Blunt Object
9301,2024-09-21,2022-04-04,12:03,Turbhe,105,Fraud,73.093701,18.90894,61,Other,Knife
9302,2021-03-18,2020-09-09,16:17,Koparkhairane,101,Theft,72.980146,19.057314,74,Male,None
9303,2021-07-20,2020-10-16,11:09,Nerul,101,Theft,72.986234,18.997666,43,Female,Gun
9304,2024-12-20,2024-09-12,08:07,Belapur,104,Burglary,72.937622,19.15622,76,Other,None
9305,2024-02-24,2022-01-13,09:10,Juhinagar,108,Vandalism,72.993391,18.941174,40,Other,Gun
9306,2025-02-11,2020-03-29,00:16,Vashi,106,Drug-related crime,72.936398,19.171275,35,Female,Poison
9307,2024-08-23,2022-09-27,15:37,Belapur,104,Burglary,73.038493,18.954881,25,Male,Blunt Object
9308,2020-12-19,2020-08-03,17:19,Turbhe,108,Vandalism,72.962107,19.126636,65,Female,Explosives
9309,2024-08-21,2021-12-07,01:46,Belapur,108,Vandalism,72.982968,19.02352,28,Female,Other
9310,2023-11-19,2020-02-13,03:40,Vashi,102,Robbery,73.078707,18.975791,59,Male,Gun
9311,2022-01-08,2020-04-12,03:12,Belapur,106,Drug-related crime,73.068029,19.194544,40,Male,Other
9312,2022-08-16,2020-12-28,23:34,Kharghar,106,Drug-related crime,73.012103,18.938549,73,Other,Explosives
9313,2020-09-24,2020-06-13,16:40,Sanpada,108,Vandalism,72.94586,19.00824,70,Other,Other
9314,2022-04-06,2020-11-21,05:27,Sanpada,109,Cybercrime,73.036755,18.946297,66,Female,Explosives
9315,2025-03-18,2024-01-11,20:13,Turbhe,107,Homicide,73.059637,19.005821,80,Other,Fire
9316,2021-12-16,2020-11-09,05:02,Belapur,103,Assault,73.058552,19.190867,31,Other,Poison
9317,2025-01-16,2023-04-20,07:21,Sanpada,102,Robbery,72.936382,19.021848,42,Male,Gun
9318,2024-07-05,2022-05-25,09:25,Belapur,107,Homicide,72.987621,19.172073,40,Male,Fire
9319,2021-12-23,2021-06-25,11:12,Turbhe,108,Vandalism,73.001356,18.962368,52,Other,Fire
9320,2024-09-10,2020-09-01,08:42,Sanpada,107,Homicide,73.098637,19.033868,41,Male,Explosives
9321,2024-12-17,2020-11-10,12:53,Nerul,101,Theft,72.906059,19.133294,74,Female,Knife
9322,2020-09-04,2020-05-26,07:53,Airoli,109,Cybercrime,73.063211,19.042775,16,Male,Gun
9323,2020-02-02,2020-01-02,09:50,Airoli,104,Burglary,73.049574,18.991713,44,Male,Poison
9324,2024-12-29,2020-11-12,16:28,Juhinagar,105,Fraud,73.017031,18.978822,20,Other,None
9325,2021-02-04,2020-02-17,07:13,Vashi,108,Vandalism,73.023482,19.186999,61,Male,Poison
9326,2021-08-31,2021-01-23,13:04,Mansarovar,106,Drug-related crime,73.021365,19.056273,21,Male,Explosives
9327,2023-07-26,2021-03-24,12:46,Turbhe,109,Cybercrime,73.016182,19.085137,70,Male,Poison
9328,2021-05-29,2020-06-18,20:39,Seawoods,107,Homicide,73.005471,19.152534,49,Male,Knife
9329,2021-01-24,2020-05-05,14:02,Belapur,109,Cybercrime,73.018433,18.916171,41,Other,Fire
9330,2025-01-20,2024-05-20,21:10,Juhinagar,101,Theft,72.974214,19.015902,20,Female,Explosives
9331,2023-02-14,2020-11-25,04:06,Vashi,102,Robbery,73.067486,18.947212,75,Other,Other
9332,2021-10-22,2021-04-16,07:27,Airoli,108,Vandalism,73.076046,19.097079,35,Female,None
9333,2022-02-18,2020-10-23,06:36,Vashi,106,Drug-related crime,72.939853,19.167639,72,Female,Fire
9334,2023-05-23,2022-11-16,07:44,Seawoods,104,Burglary,73.029317,18.994617,43,Other,Knife
9335,2020-07-15,2020-01-19,14:37,Vashi,108,Vandalism,72.978268,18.985036,21,Other,Explosives
9336,2022-11-13,2020-07-13,23:35,Airoli,105,Fraud,73.055332,18.942041,43,Female,Poison
9337,2023-04-02,2022-12-10,20:35,Turbhe,101,Theft,73.044492,19.171388,58,Male,Knife
9338,2022-04-28,2021-10-02,19:51,Mansarovar,102,Robbery,73.004605,18.987776,35,Female,None
9339,2023-03-17,2020-03-24,00:23,Airoli,103,Assault,72.917719,18.930965,26,Other,Fire
9340,2020-05-13,2020-04-20,01:20,Turbhe,103,Assault,72.936195,19.063561,27,Other,Fire
9341,2022-04-30,2022-02-05,22:22,Seawoods,102,Robbery,72.903538,19.100059,67,Male,Poison
9342,2022-12-25,2022-04-27,13:06,Kharghar,107,Homicide,72.979604,19.152937,56,Female,Fire
9343,2021-01-14,2020-03-07,07:18,Vashi,109,Cybercrime,72.997984,19.143648,71,Male,Blunt Object
9344,2021-04-02,2020-06-28,07:54,Airoli,102,Robbery,73.034616,19.197409,35,Other,Explosives
9345,2020-06-02,2020-01-10,21:09,Turbhe,110,Kidnapping,72.951105,19.056182,77,Female,Knife
9346,2020-07-29,2020-07-18,18:03,Sanpada,107,Homicide,73.06464,18.944998,76,Other,None
9347,2024-06-10,2021-09-20,16:05,Airoli,103,Assault,73.026527,18.927678,47,Other,Other
9348,2021-12-29,2021-03-01,08:29,Airoli,107,Homicide,72.952265,18.936447,67,Other,Knife
9349,2020-04-30,2020-03-01,14:50,Belapur,103,Assault,73.052566,19.128837,19,Male,Knife
9350,2023-03-06,2021-05-15,11:56,Seawoods,101,Theft,72.938552,19.00592,23,Other,Knife
9351,2025-02-02,2024-01-13,15:44,Nerul,103,Assault,72.902366,19.047803,69,Female,Fire
9352,2021-07-30,2020-05-24,01:31,Belapur,106,Drug-related crime,73.064689,19.161567,75,Male,Blunt Object
9353,2021-03-20,2020-06-06,23:59,Seawoods,105,Fraud,73.04589,19.193919,75,Female,Explosives
9354,2022-05-12,2021-04-19,16:20,Koparkhairane,104,Burglary,72.944409,19.072065,69,Male,Fire
9355,2023-10-24,2021-04-21,01:54,Nerul,109,Cybercrime,73.008631,19.170988,18,Male,Other
9356,2023-10-12,2021-05-20,12:01,Turbhe,110,Kidnapping,72.950334,19.191624,52,Male,Fire
9357,2022-12-07,2020-10-04,11:06,Seawoods,104,Burglary,72.914629,19.022574,14,Female,Other
9358,2020-03-14,2020-03-08,10:08,Juhinagar,101,Theft,72.917867,18.979499,25,Other,Other
9359,2023-03-15,2021-05-07,18:51,Seawoods,103,Assault,73.002771,19.092902,55,Female,Fire
9360,2022-09-28,2022-03-14,10:12,Koparkhairane,110,Kidnapping,73.0838,18.900816,54,Other,Blunt Object
9361,2024-02-05,2022-11-09,17:35,Vashi,110,Kidnapping,73.005211,18.96056,77,Male,Gun
9362,2020-08-29,2020-06-29,07:41,Koparkhairane,109,Cybercrime,73.083757,19.147273,40,Male,Knife
9363,2020-07-01,2020-03-25,18:55,Nerul,108,Vandalism,73.057538,19.091979,11,Other,Knife
9364,2024-03-09,2021-12-22,05:46,Mansarovar,106,Drug-related crime,73.084166,18.908898,14,Female,Poison
9365,2021-10-05,2020-07-21,03:42,Vashi,108,Vandalism,72.952188,19.094624,55,Female,Explosives
9366,2024-09-20,2023-03-05,02:02,Vashi,103,Assault,73.069523,18.935844,78,Female,Fire
9367,2023-06-26,2020-10-30,12:58,Seawoods,105,Fraud,73.028597,19.189424,79,Male,Other
9368,2020-01-10,2020-01-08,20:08,Vashi,110,Kidnapping,72.910249,18.987062,25,Male,Explosives
9369,2022-03-30,2021-07-06,08:31,Koparkhairane,102,Robbery,73.06672,19.095724,41,Male,Knife
9370,2022-04-06,2022-01-21,19:19,Nerul,103,Assault,73.013272,18.940816,43,Other,Explosives
9371,2024-08-16,2023-08-25,13:00,Juhinagar,106,Drug-related crime,72.923995,18.935888,47,Female,None
9372,2025-01-07,2024-04-02,14:28,Koparkhairane,108,Vandalism,73.066148,19.184101,80,Male,Poison
9373,2023-10-10,2022-07-06,07:55,Kharghar,103,Assault,72.973133,19.121435,62,Female,Fire
9374,2021-12-10,2021-04-18,03:53,Airoli,105,Fraud,72.956477,18.938491,12,Other,Knife
9375,2021-11-16,2020-03-01,22:07,Airoli,101,Theft,73.083758,18.975349,21,Female,None
9376,2022-05-25,2020-08-11,18:14,Sanpada,105,Fraud,72.93578,19.125466,19,Female,Explosives
9377,2024-04-04,2024-03-19,04:53,Nerul,102,Robbery,72.974409,19.174533,74,Male,None
9378,2025-02-26,2025-02-01,22:40,Vashi,107,Homicide,72.956859,18.960914,58,Other,Other
9379,2023-11-28,2022-01-12,09:23,Belapur,106,Drug-related crime,72.923452,19.088872,41,Female,Poison
9380,2023-08-24,2022-01-27,19:34,Vashi,102,Robbery,73.052522,19.168235,57,Male,Poison
9381,2024-06-06,2020-01-11,11:37,Juhinagar,109,Cybercrime,73.059179,18.933273,11,Male,Blunt Object
9382,2020-06-23,2020-01-08,05:16,Seawoods,103,Assault,72.987954,19.02007,77,Female,Fire
9383,2021-09-04,2020-07-20,01:27,Seawoods,108,Vandalism,72.924981,18.954993,80,Other,None
9384,2022-09-27,2020-09-16,19:53,Airoli,103,Assault,72.970546,19.074102,39,Female,None
9385,2020-06-25,2020-02-10,16:43,Koparkhairane,105,Fraud,73.091556,19.008611,10,Male,Other
9386,2020-12-25,2020-05-11,21:04,Sanpada,101,Theft,72.978421,19.058612,55,Male,Explosives
9387,2022-05-31,2022-02-11,23:44,Airoli,110,Kidnapping,73.084574,18.924942,67,Other,None
9388,2020-07-26,2020-03-11,00:22,Sanpada,105,Fraud,72.915159,19.119435,48,Male,Blunt Object
9389,2023-10-25,2021-03-03,19:28,Seawoods,105,Fraud,72.959246,19.086487,37,Other,Blunt Object
9390,2021-12-18,2021-02-17,12:09,Belapur,108,Vandalism,72.96445,19.193572,11,Male,Explosives
9391,2025-03-01,2020-04-28,17:09,Juhinagar,107,Homicide,73.070912,19.135338,36,Male,Knife
9392,2023-05-21,2020-11-13,17:50,Turbhe,108,Vandalism,72.927756,18.981191,71,Male,Poison
9393,2022-05-09,2020-08-17,23:15,Mansarovar,101,Theft,72.920618,19.133109,22,Male,None
9394,2020-12-01,2020-09-27,22:37,Kharghar,110,Kidnapping,73.073834,18.912784,21,Other,Poison
9395,2024-06-01,2020-04-15,06:12,Seawoods,104,Burglary,72.920025,18.927161,17,Male,Blunt Object
9396,2021-03-24,2020-01-25,23:41,Seawoods,101,Theft,72.958138,18.94734,20,Male,Gun
9397,2021-03-02,2020-11-15,17:51,Belapur,103,Assault,72.944518,19.017156,22,Other,Other
9398,2020-11-03,2020-09-01,00:49,Airoli,110,Kidnapping,72.98513,19.02579,67,Female,Fire
9399,2022-01-20,2021-05-16,13:28,Belapur,110,Kidnapping,72.972403,19.171655,32,Other,Fire
9400,2020-05-29,2020-05-26,22:54,Mansarovar,103,Assault,72.990383,19.083319,46,Other,Gun
9401,2022-06-21,2021-10-08,21:06,Airoli,105,Fraud,72.955183,18.977409,57,Male,None
9402,2022-12-24,2021-10-17,13:17,Nerul,109,Cybercrime,73.091571,19.05251,29,Male,Knife
9403,2022-03-14,2020-05-12,21:59,Vashi,102,Robbery,72.991478,19.105699,36,Male,Poison
9404,2021-05-03,2020-12-08,04:06,Koparkhairane,107,Homicide,73.038648,19.013272,46,Male,Blunt Object
9405,2021-06-19,2021-05-05,13:09,Kharghar,110,Kidnapping,73.09004,18.92594,17,Male,Poison
9406,2022-02-15,2021-08-19,10:08,Juhinagar,109,Cybercrime,72.934577,19.078778,61,Other,Blunt Object
9407,2023-05-22,2022-11-26,04:26,Juhinagar,103,Assault,73.049967,19.11582,26,Other,Blunt Object
9408,2021-09-25,2020-08-21,23:54,Juhinagar,106,Drug-related crime,73.056343,18.926279,30,Female,None
9409,2024-08-25,2023-03-27,23:58,Vashi,109,Cybercrime,72.954306,19.167782,68,Female,Explosives
9410,2022-03-13,2020-07-25,09:15,Turbhe,110,Kidnapping,72.978683,19.195463,25,Male,Other
9411,2023-10-30,2022-06-09,07:52,Nerul,101,Theft,73.036627,19.025754,47,Male,Poison
9412,2024-05-27,2022-05-29,23:41,Juhinagar,109,Cybercrime,73.047572,19.053182,56,Male,Knife
9413,2020-11-01,2020-02-11,10:20,Seawoods,102,Robbery,73.082451,18.945443,29,Male,Fire
9414,2020-10-20,2020-08-12,23:48,Belapur,104,Burglary,72.968117,19.082751,24,Other,Gun
9415,2024-09-12,2020-03-28,09:13,Nerul,108,Vandalism,73.024438,18.963842,41,Other,Knife
9416,2020-11-25,2020-03-03,11:55,Juhinagar,102,Robbery,72.991043,18.900825,19,Male,Blunt Object
9417,2023-09-28,2022-08-09,04:16,Turbhe,110,Kidnapping,73.052479,18.985606,66,Female,Knife
9418,2021-07-07,2020-03-13,05:58,Seawoods,105,Fraud,73.00242,19.017219,70,Female,Poison
9419,2024-08-07,2023-01-14,07:21,Nerul,108,Vandalism,72.944036,18.992871,57,Female,Explosives
9420,2020-01-21,2020-01-04,19:56,Nerul,101,Theft,73.088692,18.945024,41,Female,Blunt Object
9421,2023-06-18,2020-06-01,03:54,Sanpada,106,Drug-related crime,73.034566,18.953023,43,Female,None
9422,2022-10-12,2020-01-01,19:02,Koparkhairane,105,Fraud,72.999995,19.01989,68,Male,Explosives
9423,2021-06-19,2020-02-05,14:28,Sanpada,105,Fraud,73.053989,19.160977,35,Other,Fire
9424,2020-05-06,2020-03-20,06:15,Koparkhairane,104,Burglary,72.942506,19.025776,20,Male,Explosives
9425,2020-06-29,2020-02-12,08:18,Vashi,103,Assault,73.033128,19.196165,31,Other,None
9426,2023-12-01,2020-10-20,17:21,Belapur,105,Fraud,72.928764,19.075559,29,Female,Blunt Object
9427,2024-03-13,2022-05-25,08:03,Kharghar,101,Theft,72.984788,19.098996,12,Female,Other
9428,2023-05-19,2020-03-13,03:45,Belapur,110,Kidnapping,72.925174,19.067028,25,Male,Other
9429,2020-05-22,2020-01-27,02:34,Juhinagar,105,Fraud,73.049364,19.048387,68,Other,Other
9430,2020-09-25,2020-04-10,07:19,Nerul,102,Robbery,72.942885,19.091047,18,Other,Knife
9431,2020-05-06,2020-04-21,12:58,Belapur,102,Robbery,73.08673,19.02982,30,Other,Poison
9432,2023-09-04,2023-06-04,02:54,Kharghar,101,Theft,72.94841,19.043924,52,Female,Other
9433,2021-02-20,2020-05-16,03:18,Sanpada,104,Burglary,73.095955,19.02791,43,Female,Gun
9434,2022-08-17,2020-09-15,08:03,Belapur,104,Burglary,73.098818,19.070517,23,Other,Knife
9435,2020-09-22,2020-06-29,14:36,Mansarovar,106,Drug-related crime,73.044001,19.100432,66,Female,Knife
9436,2021-04-08,2020-11-04,04:35,Seawoods,109,Cybercrime,73.08698,19.118555,37,Male,None
9437,2024-06-25,2023-04-17,10:14,Vashi,104,Burglary,73.050953,19.074493,44,Male,Explosives
9438,2024-06-25,2020-07-17,05:25,Turbhe,103,Assault,72.910916,19.035772,71,Female,Blunt Object
9439,2024-06-28,2020-02-06,22:48,Seawoods,106,Drug-related crime,73.040202,19.038522,50,Female,Fire
9440,2020-05-28,2020-03-02,12:23,Turbhe,110,Kidnapping,73.053921,19.005512,45,Other,Other
9441,2024-10-15,2020-02-01,14:59,Turbhe,104,Burglary,73.026404,19.105225,19,Female,None
9442,2025-01-07,2023-11-11,04:24,Juhinagar,105,Fraud,73.078144,19.079121,78,Female,Explosives
9443,2022-01-08,2021-09-22,15:13,Koparkhairane,101,Theft,72.995472,19.017638,59,Female,Other
9444,2023-01-14,2020-06-14,01:32,Belapur,107,Homicide,73.097926,19.002647,65,Male,Poison
9445,2020-11-26,2020-04-12,01:08,Mansarovar,104,Burglary,72.981513,18.923556,40,Male,Poison
9446,2021-02-02,2021-01-15,06:57,Turbhe,102,Robbery,72.904617,18.994629,51,Female,Explosives
9447,2023-12-12,2022-03-31,11:10,Vashi,108,Vandalism,73.038169,19.075332,13,Male,Blunt Object
9448,2024-04-07,2022-05-01,03:15,Juhinagar,109,Cybercrime,73.046325,19.115738,24,Other,None
9449,2023-02-05,2022-09-11,23:43,Juhinagar,103,Assault,72.93182,19.036724,54,Other,Knife
9450,2024-07-20,2022-07-14,20:23,Vashi,103,Assault,73.042902,19.105743,49,Other,Fire
9451,2021-08-02,2020-08-16,07:06,Juhinagar,110,Kidnapping,73.090149,19.034977,20,Male,Gun
9452,2022-11-14,2020-09-26,23:32,Seawoods,106,Drug-related crime,73.075664,19.135438,64,Male,None
9453,2023-11-19,2020-04-06,15:38,Vashi,105,Fraud,73.045061,18.909739,72,Male,Blunt Object
9454,2022-03-04,2021-10-31,18:29,Vashi,105,Fraud,73.026724,18.911431,45,Other,Poison
9455,2024-07-23,2024-06-22,12:39,Kharghar,108,Vandalism,72.959979,19.073857,49,Other,Poison
9456,2023-01-19,2020-09-28,19:36,Nerul,102,Robbery,72.941904,19.060511,42,Other,Other
9457,2023-05-20,2023-05-18,22:42,Vashi,110,Kidnapping,73.068008,19.156574,66,Female,Fire
9458,2021-09-02,2021-06-17,22:43,Turbhe,106,Drug-related crime,73.04643,19.107764,29,Female,Other
9459,2025-02-01,2024-03-12,12:38,Nerul,108,Vandalism,72.900613,18.909924,71,Male,Poison
9460,2020-01-18,2020-01-15,01:24,Turbhe,106,Drug-related crime,72.947957,19.105042,39,Other,Gun
9461,2020-07-06,2020-04-25,03:02,Airoli,109,Cybercrime,73.055946,18.941787,37,Female,Knife
9462,2020-09-02,2020-03-19,11:33,Nerul,101,Theft,72.99897,18.958012,74,Female,Blunt Object
9463,2021-06-17,2020-11-19,18:05,Nerul,108,Vandalism,72.935978,18.937311,39,Male,Poison
9464,2022-09-30,2021-08-31,04:48,Sanpada,106,Drug-related crime,73.04903,19.053521,18,Female,Other
9465,2021-05-20,2020-06-20,12:20,Mansarovar,109,Cybercrime,72.930039,18.904391,71,Other,Blunt Object
9466,2023-05-15,2023-04-15,02:52,Seawoods,108,Vandalism,72.975684,19.148423,71,Other,Knife
9467,2021-05-10,2020-01-23,22:30,Koparkhairane,101,Theft,73.038042,19.116193,11,Male,Gun
9468,2023-03-21,2021-08-23,02:17,Sanpada,101,Theft,72.940918,19.13368,45,Female,Fire
9469,2020-08-01,2020-06-06,15:15,Juhinagar,110,Kidnapping,72.998732,19.187338,11,Male,Explosives
9470,2020-04-25,2020-04-18,02:50,Nerul,104,Burglary,73.097239,18.919552,51,Other,Other
9471,2024-09-01,2023-06-14,18:55,Airoli,110,Kidnapping,73.030506,18.907277,58,Female,Gun
9472,2022-08-30,2021-11-05,10:45,Belapur,109,Cybercrime,73.077819,19.159217,17,Male,Blunt Object
9473,2023-12-31,2022-10-10,16:48,Turbhe,101,Theft,72.953125,19.148658,29,Other,None
9474,2024-08-07,2023-11-20,19:24,Juhinagar,109,Cybercrime,72.935906,19.119396,33,Male,Knife
9475,2022-01-28,2021-08-20,23:48,Koparkhairane,102,Robbery,73.057418,18.939515,60,Other,Other
9476,2024-12-14,2021-04-10,13:36,Belapur,103,Assault,73.057626,19.121643,56,Male,None
9477,2022-10-26,2022-10-14,09:16,Nerul,103,Assault,73.00752,19.07098,31,Female,Explosives
9478,2022-11-27,2021-05-14,22:17,Vashi,105,Fraud,72.998226,18.934812,69,Male,Fire
9479,2023-02-25,2022-12-03,08:09,Nerul,106,Drug-related crime,72.937704,19.039892,79,Female,Explosives
9480,2023-05-17,2020-09-14,02:14,Turbhe,102,Robbery,72.961966,19.030654,63,Other,Knife
9481,2022-08-15,2022-01-16,21:30,Vashi,101,Theft,73.059169,19.090397,26,Other,Blunt Object
9482,2024-04-19,2023-11-12,12:48,Nerul,102,Robbery,72.959132,19.026145,44,Male,Knife
9483,2022-02-25,2021-03-09,04:15,Turbhe,105,Fraud,73.049448,18.948624,56,Female,Knife
9484,2025-03-05,2022-09-17,20:42,Airoli,108,Vandalism,72.996023,19.114666,55,Male,Other
9485,2021-04-05,2020-05-06,16:34,Nerul,105,Fraud,72.942207,19.124027,55,Male,Other
9486,2023-04-07,2021-08-29,05:24,Sanpada,110,Kidnapping,72.932064,18.98622,60,Other,Blunt Object
9487,2024-04-17,2020-03-31,17:06,Seawoods,107,Homicide,72.939908,19.002149,49,Male,Fire
9488,2024-02-14,2023-05-01,15:34,Sanpada,104,Burglary,72.976281,18.928912,23,Female,Other
9489,2023-01-26,2020-10-20,03:48,Seawoods,109,Cybercrime,73.075237,18.908675,46,Male,Blunt Object
9490,2025-01-28,2023-09-17,02:32,Nerul,105,Fraud,73.063158,19.093724,72,Other,None
9491,2020-06-30,2020-04-14,02:01,Nerul,103,Assault,73.046264,19.035922,10,Male,None
9492,2022-08-31,2020-04-27,14:05,Koparkhairane,108,Vandalism,72.925856,19.117391,55,Female,Explosives
9493,2025-03-10,2023-04-12,00:02,Mansarovar,107,Homicide,73.039354,18.99716,65,Other,Other
9494,2022-06-22,2022-06-16,07:37,Koparkhairane,107,Homicide,72.971802,18.98001,41,Male,Gun
9495,2024-02-14,2022-11-15,08:39,Mansarovar,109,Cybercrime,73.023979,19.041143,36,Other,Other
9496,2021-03-11,2020-01-30,15:37,Kharghar,107,Homicide,73.070902,19.029464,43,Male,Knife
9497,2020-08-27,2020-01-31,04:30,Turbhe,104,Burglary,72.935789,18.975441,65,Female,Gun
9498,2021-03-27,2020-08-09,21:43,Mansarovar,104,Burglary,72.956337,18.931889,25,Male,Fire
9499,2022-04-20,2022-04-17,07:59,Juhinagar,101,Theft,72.956391,19.189667,12,Female,Explosives
9500,2024-07-20,2021-08-09,00:59,Sanpada,104,Burglary,73.026311,18.971878,26,Female,Blunt Object
9501,2020-03-06,2020-02-01,04:26,Juhinagar,101,Theft,73.0734,19.01678,35,Female,Other
9502,2020-05-22,2020-02-29,08:28,Nerul,108,Vandalism,73.056962,19.056182,43,Female,Knife
9503,2024-08-17,2022-02-28,19:23,Kharghar,110,Kidnapping,72.926666,19.164653,15,Female,Explosives
9504,2024-10-19,2023-06-07,13:27,Sanpada,108,Vandalism,72.952513,18.967257,58,Female,Knife
9505,2020-09-18,2020-03-12,03:23,Mansarovar,102,Robbery,73.097386,18.990383,17,Other,None
9506,2022-03-13,2021-09-23,19:02,Seawoods,104,Burglary,72.992365,19.091422,26,Male,Other
9507,2023-03-02,2023-01-16,04:04,Airoli,108,Vandalism,73.020261,19.115994,17,Female,Other
9508,2021-12-15,2020-06-11,02:28,Sanpada,109,Cybercrime,73.031773,19.153521,52,Other,Knife
9509,2020-11-19,2020-03-24,22:51,Turbhe,107,Homicide,72.912508,19.065132,11,Female,Knife
9510,2024-02-11,2023-02-07,03:49,Kharghar,110,Kidnapping,73.00554,19.199791,27,Male,None
9511,2023-06-09,2022-09-11,05:40,Nerul,108,Vandalism,73.021762,18.936351,62,Male,Other
9512,2020-01-01,2020-01-01,12:41,Koparkhairane,109,Cybercrime,72.975367,19.046289,26,Male,Fire
9513,2020-02-24,2020-01-26,04:48,Juhinagar,102,Robbery,73.075187,18.921518,28,Male,Poison
9514,2020-02-13,2020-01-21,19:33,Seawoods,107,Homicide,72.996414,18.953079,12,Female,Blunt Object
9515,2020-11-26,2020-07-01,02:22,Vashi,108,Vandalism,72.971874,19.184032,10,Male,Other
9516,2025-02-13,2020-10-09,12:07,Koparkhairane,101,Theft,72.970853,18.999021,49,Female,None
9517,2022-07-02,2020-07-07,22:41,Airoli,110,Kidnapping,72.918192,19.129743,17,Other,Other
9518,2022-12-07,2022-09-03,05:49,Seawoods,105,Fraud,73.042008,19.04177,55,Other,None
9519,2021-10-04,2021-04-14,10:37,Kharghar,101,Theft,72.92454,19.169138,80,Male,Gun
9520,2022-12-21,2020-10-08,12:41,Nerul,110,Kidnapping,72.985884,18.923659,54,Female,Explosives
9521,2022-12-31,2022-04-16,05:27,Nerul,104,Burglary,73.089819,18.933064,49,Other,Explosives
9522,2020-12-31,2020-10-28,07:16,Juhinagar,109,Cybercrime,72.913402,19.042152,74,Male,Other
9523,2024-06-12,2022-05-04,16:38,Kharghar,103,Assault,72.934106,18.994193,48,Other,Knife
9524,2020-09-03,2020-06-14,13:23,Kharghar,108,Vandalism,72.952515,19.102472,42,Male,Gun
9525,2024-04-02,2020-01-08,16:53,Kharghar,105,Fraud,72.957372,19.144438,23,Other,Knife
9526,2021-02-15,2020-06-12,04:34,Kharghar,103,Assault,73.023128,19.102708,70,Other,Gun
9527,2022-06-10,2021-03-26,23:01,Kharghar,108,Vandalism,73.081402,19.099332,61,Male,Blunt Object
